date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:03:07	62016/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Sep%202020%2000:03:06%20GMT	https://scione.io/2020/09/12/test/	C:/Users/design/Documents/GitHub/scioneio.github.io/2020/09/12/test/index.html	(from https://scione.io/)
20:03:13	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:07%20GMT	https://scione.io/wp-content/uploads/2020/09/alien-only-1024x576.jpg	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-content/uploads/2020/09/alien-only-1024x576.jpg	(from https://scione.io/)
20:03:14	51986/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Sep%202020%2000:03:13%20GMT	https://scione.io/category/uncategorized/	C:/Users/design/Documents/GitHub/scioneio.github.io/category/uncategorized/index.html	(from https://scione.io/)
20:03:16	53736/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Sep%202020%2000:03:15%20GMT	https://scione.io/author/brent/	C:/Users/design/Documents/GitHub/scioneio.github.io/author/brent/index.html	(from https://scione.io/)
20:03:18	63408/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Sep%202020%2000:03:16%20GMT	https://scione.io/2020/09/12/hello-world/	C:/Users/design/Documents/GitHub/scioneio.github.io/2020/09/12/hello-world/index.html	(from https://scione.io/)
20:03:19	51495/-1	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Sep%202020%2000:03:18%20GMT	https://scione.io/2020/09/	C:/Users/design/Documents/GitHub/scioneio.github.io/2020/09/index.html	(from https://scione.io/)
20:03:20	6114/6114	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Sep%202020%2000:03:19%20GMT	https://scione.io/wp-login.php	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-login.html	(from https://scione.io/)
20:03:20	260887/260887	U-----	200	untouched ('')	text/javascript	etag:%22e092033a626acaee%22	https://cdn.ampproject.org/v0.js	C:/Users/design/Documents/GitHub/scioneio.github.io/v0.js	(from https://scione.io/)
20:03:20	48447/48447	U-----	200	untouched ('')	text/javascript	etag:%22d096fb92ee2e2c93%22	https://cdn.ampproject.org/v0/amp-bind-0.1.js	C:/Users/design/Documents/GitHub/scioneio.github.io/v0/amp-bind-0.1.js	(from https://scione.io/)
20:03:20	47908/47908	U-----	200	untouched ('')	text/javascript	etag:%220f08ddfda6d17dd5%22	https://cdn.ampproject.org/v0/amp-form-0.1.js	C:/Users/design/Documents/GitHub/scioneio.github.io/v0/amp-form-0.1.js	(from https://scione.io/)
20:03:21	3304/3304	---M--	200	added ('OK')	font/woff	etag:%22ce8-5af2134556dc7%22	https://scione.io/wp-content/themes/astra/assets/fonts/astra.woff	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-content/themes/astra/assets/fonts/astra.woff	(from https://scione.io/wp-content/themes/astra/assets/fonts/astra.woff)
20:03:21	3228/3228	---M--	200	added ('OK')	font/ttf	etag:%22c9c-5af21345565f8%22	https://scione.io/wp-content/themes/astra/assets/fonts/astra.ttf	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-content/themes/astra/assets/fonts/astra.ttf	(from https://scione.io/wp-content/themes/astra/assets/fonts/astra.ttf)
20:03:21	7722/7722	---M--	200	added ('OK')	image/svg+xml	etag:%221e2a-5af2134554e7f%22	https://scione.io/wp-content/themes/astra/assets/fonts/astra.svg	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-content/themes/astra/assets/fonts/astra.svg	(from https://scione.io/wp-content/themes/astra/assets/fonts/astra.svg)
20:03:21	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-5af165fd01b79%22	https://scione.io/wp-includes/wlwmanifest.xml	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/wlwmanifest.xml	(from https://scione.io/wp-includes/wlwmanifest.xml)
20:03:21	2599/2599	---M--	200	added ('OK')	application/json	date:Mon,%2014%20Sep%202020%2000:03:21%20GMT	https://scione.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscione.io%2Fsample-page%2F	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/oembed/1.0/embed8ee2.json	(from https://scione.io/sample-page/)
20:03:21	732/732	---M--	200	added ('OK')	application/rss+xml	etag:%2260cdfe94a3ec80b975953f2ba6ce7ebf%22	https://scione.io/sample-page/feed/	C:/Users/design/Documents/GitHub/scioneio.github.io/sample-page/feed/index.html	(from https://scione.io/sample-page/)
20:03:22	2703/2703	---M--	200	added ('OK')	text/xml	date:Mon,%2014%20Sep%202020%2000:03:22%20GMT	https://scione.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscione.io%2Fsample-page%2F&format=xml	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/oembed/1.0/embedcd16	(from https://scione.io/sample-page/)
20:03:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Sep%202020%2000:03:22%20GMT	https://scione.io/?p=2	C:/Users/design/Documents/GitHub/scioneio.github.io/index905b.html	(from https://scione.io/sample-page/)
20:03:22	87561/87561	---M--	200	added ('OK')	text/css	etag:%2215609-5af213452e2ab%22	https://scione.io/wp-content/themes/astra/assets/css/minified/style.min.css?ver=2.5.5	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-content/themes/astra/assets/css/minified/style.min4468.css	(from https://scione.io/search/)
20:03:22	3412/3412	---M--	200	added ('OK')	text/css	etag:%22d54-5af213452bf8a%22	https://scione.io/wp-content/themes/astra/assets/css/minified/menu-animation.min.css?ver=2.5.5	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-content/themes/astra/assets/css/minified/menu-animation.min4468.css	(from https://scione.io/search/)
20:03:22	42/42	UR-M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Mon,%2014%20Sep%202020%2000:03:22%20GMT	https://scione.io/xmlrpc.php	C:/Users/design/Documents/GitHub/scioneio.github.io/xmlrpc.php	(from https://scione.io/sample-page/)
20:03:23	5029/5029	UR-M--	200	updated ('Partial%20Content')	application/json	date:Mon,%2014%20Sep%202020%2000:03:22%20GMT	https://scione.io/wp-json/wp/v2/pages/2	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/wp/v2/pages/2.json	(from https://scione.io/sample-page/)
20:03:23	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:23%20GMT	https://scione.io/wp-includes/css/dist/block-library/style.min.css?ver=5.5.1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/css/dist/block-library/style.mind03b.css	(from https://scione.io/search/)
20:03:23	2217/2217	---M--	200	added ('OK')	application/json	date:Mon,%2014%20Sep%202020%2000:03:23%20GMT	https://scione.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscione.io%2Fsearch%2F	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/oembed/1.0/embed0de8.json	(from https://scione.io/search/)
20:03:23	2309/2309	---M--	200	added ('OK')	text/xml	date:Mon,%2014%20Sep%202020%2000:03:23%20GMT	https://scione.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscione.io%2Fsearch%2F&format=xml	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/oembed/1.0/embedd268	(from https://scione.io/search/)
20:03:23	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:23%20GMT	https://scione.io/wp-content/themes/astra/assets/js/minified/style.min.js?ver=2.5.5	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-content/themes/astra/assets/js/minified/style.min4468.js	(from https://scione.io/search/)
20:03:24	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:24%20GMT	https://scione.io/wp-includes/js/wp-embed.min.js?ver=5.5.1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/wp-embed.mind03b.js	(from https://scione.io/search/)
20:03:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Sep%202020%2000:03:24%20GMT	https://scione.io/?p=21	C:/Users/design/Documents/GitHub/scioneio.github.io/index3965.html	(from https://scione.io/search/)
20:03:24	2402/2402	---M--	200	added ('OK')	application/json	date:Mon,%2014%20Sep%202020%2000:03:24%20GMT	https://scione.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscione.io%2F2020%2F09%2F12%2Ftest%2F	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/oembed/1.0/embed490b.json	(from https://scione.io/2020/09/12/test/)
20:03:24	3304/3304	UR-M--	200	updated ('Partial%20Content')	application/json	date:Mon,%2014%20Sep%202020%2000:03:24%20GMT	https://scione.io/wp-json/wp/v2/pages/21	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/wp/v2/pages/21.json	(from https://scione.io/search/)
20:03:24	2536/2536	---M--	200	added ('OK')	text/xml	date:Mon,%2014%20Sep%202020%2000:03:24%20GMT	https://scione.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscione.io%2F2020%2F09%2F12%2Ftest%2F&format=xml	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/oembed/1.0/embed575c	(from https://scione.io/2020/09/12/test/)
20:03:25	746/746	---M--	200	added ('OK')	application/rss+xml	etag:%2260cdfe94a3ec80b975953f2ba6ce7ebf%22	https://scione.io/2020/09/12/test/feed/	C:/Users/design/Documents/GitHub/scioneio.github.io/2020/09/12/test/feed/index.html	(from https://scione.io/2020/09/12/test/)
20:03:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Sep%202020%2000:03:25%20GMT	https://scione.io/?p=8	C:/Users/design/Documents/GitHub/scioneio.github.io/index2df4.html	(from https://scione.io/2020/09/12/test/)
20:03:26	7015/7015	U--MC-	200	updated ('OK')	text/javascript	date:Mon,%2014%20Sep%202020%2000:03:25%20GMT	https://cse.google.com/cse.js?cx=82d4b556dffc11d6f	C:/Users/design/Documents/GitHub/scioneio.github.io/f0223.txt	(from https://scione.io/search/)
20:03:26	30331/30331	---M--	200	added ('OK')	image/jpeg	etag:%22767b-5af36f4f1218d%22	https://scione.io/wp-content/uploads/2020/09/alien-only-1024x576.jpg	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-content/uploads/2020/09/alien-only-1024x576.jpg	(from https://scione.io/wp-content/uploads/2020/09/alien-only-1024x576.jpg)
20:03:26	35087/35087	U-----	200	untouched ('')	text/javascript	etag:%22486e14d18d13d879%22	https://cdn.ampproject.org/v0/amp-mustache-0.2.js	C:/Users/design/Documents/GitHub/scioneio.github.io/v0/amp-mustache-0.2.js	(from https://scione.io/2020/09/12/test/)
20:03:26	6794/6794	UR-M--	200	updated ('Partial%20Content')	application/json	date:Mon,%2014%20Sep%202020%2000:03:25%20GMT	https://scione.io/wp-json/wp/v2/posts/8	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/wp/v2/posts/8.json	(from https://scione.io/2020/09/12/test/)
20:03:26	5021/5021	---M--	200	added ('OK')	application/rss+xml	etag:%2217b0e2d1d87b1e48c232be6b875fe639%22	https://scione.io/category/uncategorized/feed/	C:/Users/design/Documents/GitHub/scioneio.github.io/category/uncategorized/feed/index.html	(from https://scione.io/category/uncategorized/)
20:03:26	2375/2375	---M--	200	added ('OK')	application/json	date:Mon,%2014%20Sep%202020%2000:03:26%20GMT	https://scione.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscione.io%2F2020%2F09%2F12%2Fhello-world%2F	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/oembed/1.0/embed42d9.json	(from https://scione.io/2020/09/12/hello-world/)
20:03:27	2471/2471	---M--	200	added ('OK')	text/xml	date:Mon,%2014%20Sep%202020%2000:03:27%20GMT	https://scione.io/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscione.io%2F2020%2F09%2F12%2Fhello-world%2F&format=xml	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/oembed/1.0/embedc91a	(from https://scione.io/2020/09/12/hello-world/)
20:03:27	5003/5003	---M--	200	added ('OK')	application/rss+xml	etag:%2217b0e2d1d87b1e48c232be6b875fe639%22	https://scione.io/author/brent/feed/	C:/Users/design/Documents/GitHub/scioneio.github.io/author/brent/feed/index.html	(from https://scione.io/author/brent/)
20:03:28	1654/1654	---M--	200	added ('OK')	application/rss+xml	etag:%2260cdfe94a3ec80b975953f2ba6ce7ebf%22	https://scione.io/2020/09/12/hello-world/feed/	C:/Users/design/Documents/GitHub/scioneio.github.io/2020/09/12/hello-world/feed/index.html	(from https://scione.io/2020/09/12/hello-world/)
20:03:28	59009/59009	---M--	200	added ('OK')	text/css	etag:%22e681-5af166033a94b%22	https://scione.io/wp-includes/css/dashicons.min.css?ver=5.5.1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/css/dashicons.mind03b.css	(from https://scione.io/wp-login.php)
20:03:28	2339/2339	UR-M--	200	updated ('Partial%20Content')	application/json	date:Mon,%2014%20Sep%202020%2000:03:27%20GMT	https://scione.io/wp-json/wp/v2/categories/1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/wp/v2/categories/1.json	(from https://scione.io/category/uncategorized/)
20:03:28	2880/2880	UR-M--	200	updated ('Partial%20Content')	application/json	date:Mon,%2014%20Sep%202020%2000:03:27%20GMT	https://scione.io/wp-json/wp/v2/users/1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/wp/v2/users/1.json	(from https://scione.io/author/brent/)
20:03:28	4208/4208	UR-M--	200	updated ('Partial%20Content')	application/json	date:Mon,%2014%20Sep%202020%2000:03:28%20GMT	https://scione.io/wp-json/wp/v2/posts/1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-json/wp/v2/posts/1.json	(from https://scione.io/2020/09/12/hello-world/)
20:03:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Sep%202020%2000:03:28%20GMT	https://scione.io/?p=1	C:/Users/design/Documents/GitHub/scioneio.github.io/indexcff1.html	(from https://scione.io/2020/09/12/hello-world/)
20:03:28	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:28%20GMT	https://scione.io/wp-includes/css/buttons.min.css?ver=5.5.1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/css/buttons.mind03b.css	(from https://scione.io/wp-login.php)
20:03:28	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:28%20GMT	https://scione.io/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/jquery/jquery4a5f.js	(from https://scione.io/wp-login.php)
20:03:29	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:29%20GMT	https://scione.io/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/zxcvbn-async.min5152.js	(from https://scione.io/wp-login.php)
20:03:29	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:29%20GMT	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill.min89b1.js	(from https://scione.io/wp-login.php)
20:03:29	2380/2380	---M--	200	added ('OK')	text/html	date:Mon,%2014%20Sep%202020%2000:03:29%20GMT	https://scione.io/wp-login.php?action=lostpassword	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-loginc2b6.html	(from https://scione.io/wp-login.php)
20:03:29	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:29%20GMT	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill-fetch.min6e0e.js	(from https://scione.io/wp-login.php)
20:03:29	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:29%20GMT	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min.js?ver=3.42.0	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill-node-contains.min2e00.js	(from https://scione.io/wp-login.php)
20:03:30	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:30%20GMT	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min.js?ver=3.42.0	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill-dom-rect.min2e00.js	(from https://scione.io/wp-login.php)
20:03:30	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:30%20GMT	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill-url.min5aed.js	(from https://scione.io/wp-login.php)
20:03:30	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:30%20GMT	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill-formdata.mine9bd.js	(from https://scione.io/wp-login.php)
20:03:30	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:30%20GMT	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min.js?ver=2.0.2	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill-element-closest.min4c56.js	(from https://scione.io/wp-login.php)
20:03:31	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:30%20GMT	https://scione.io/wp-includes/js/dist/i18n.min.js?ver=bb7c3c45d012206bfcd73d6a31f84d9e	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/i18n.min77be.js	(from https://scione.io/wp-login.php)
20:03:31	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:31%20GMT	https://scione.io/wp-includes/js/underscore.min.js?ver=1.8.3	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/underscore.min4511.js	(from https://scione.io/wp-login.php)
20:03:31	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:31%20GMT	https://scione.io/wp-includes/js/wp-util.min.js?ver=5.5.1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/wp-util.mind03b.js	(from https://scione.io/wp-login.php)
20:03:31	10594/10594	---M--	200	added ('OK')	application/javascript	etag:%222962-5af213456a9fd%22	https://scione.io/wp-content/themes/astra/assets/js/minified/style.min.js?ver=2.5.5	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-content/themes/astra/assets/js/minified/style.min4468.html	(from https://scione.io/wp-content/themes/astra/assets/js/minified/style.min.js?ver=2.5.5)
20:03:31	53907/53907	---M--	200	added ('OK')	text/css	etag:%22d293-5af166038445f%22	https://scione.io/wp-includes/css/dist/block-library/style.min.css?ver=5.5.1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/css/dist/block-library/style.mind03b.html	(from https://scione.io/wp-includes/css/dist/block-library/style.min.css?ver=5.5.1)
20:03:32	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dcf4-5af16608f4068%22	https://scione.io/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/fonts/dashicons7d4b.eot	(from https://scione.io/wp-includes/css/dashicons.min.css?ver=5.5.1)
20:03:32	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Mon,%2014%20Sep%202020%2000:03:32%20GMT	https://scione.io/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/fonts/dashicons7d4b.ttf	(from https://scione.io/wp-includes/css/dashicons.min.css?ver=5.5.1)
20:03:32	5845/5845	---M--	200	added ('OK')	text/css	etag:%2216d5-5af1660332c60%22	https://scione.io/wp-includes/css/buttons.min.css?ver=5.5.1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/css/buttons.mind03b.html	(from https://scione.io/wp-includes/css/buttons.min.css?ver=5.5.1)
20:03:33	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-5af1661771367%22	https://scione.io/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/jquery/jquery4a5f.html	(from https://scione.io/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp)
20:03:33	7987/7987	---M--	200	added ('OK')	application/javascript	etag:%221f33-5af166139d758%22	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill-fetch.min6e0e.html	(from https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-fetch.min.js?ver=3.0.0)
20:03:33	99310/99310	---M--	200	added ('OK')	application/javascript	etag:%22183ee-5af16613cdc4d%22	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill.min89b1.html	(from https://scione.io/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=7.4.4)
20:03:35	1434/1434	---M--	200	added ('OK')	application/javascript	etag:%2259a-5af1660e53274%22	https://scione.io/wp-includes/js/wp-embed.min.js?ver=5.5.1	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/wp-embed.mind03b.html	(from https://scione.io/wp-includes/js/wp-embed.min.js?ver=5.5.1)
20:03:36	47085/47085	---M--	200	added ('OK')	application/javascript	etag:%22b7ed-5af16613f8d2b%22	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill-url.min5aed.html	(from https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-url.min.js?ver=3.6.4)
20:03:36	7165/7165	---M--	200	added ('OK')	application/javascript	etag:%221bfd-5af1661443fd4%22	https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/vendor/wp-polyfill-formdata.mine9bd.html	(from https://scione.io/wp-includes/js/dist/vendor/wp-polyfill-formdata.min.js?ver=3.0.12)
20:03:37	353/353	---M--	200	added ('OK')	application/javascript	etag:%22161-5af1660f22cb4%22	https://scione.io/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/zxcvbn-async.min5152.html	(from https://scione.io/wp-includes/js/zxcvbn-async.min.js?ver=1.0)
20:03:38	9532/9532	---M--	200	added ('OK')	application/javascript	etag:%22253c-5af1661208b7b%22	https://scione.io/wp-includes/js/dist/i18n.min.js?ver=bb7c3c45d012206bfcd73d6a31f84d9e	C:/Users/design/Documents/GitHub/scioneio.github.io/wp-includes/js/dist/i18n.min77be.html	(from https://scione.io/wp-includes/js/dist/i18n.min.js?ver=bb7c3c45d012206bfcd73d6a31f84d9e)
